Left_pocket,,,,,
time_stamp,Ax,Ay,Az,Axyz,Act
1.39E+12,0.23155,-19.028,-14.928,24.18602041,walking
1.39E+12,-1.362,-15.84,-9.0984,18.31779262,walking
1.39E+12,-0.78998,-9.0848,-3.1327,9.64217137,walking
1.39E+12,0.46309,-5.993,-2.8603,6.656712209,walking
1.39E+12,0.64016,-8.7443,-4.5764,9.890198394,walking
1.39E+12,3.8409,-16.903,-1.3484,17.38626194,walking
1.39E+12,4.0452,-9.4661,2.0022,10.487111,walking
1.39E+12,5.2302,-2.1929,2.438,6.173139108,walking
1.39E+12,5.4073,-1.185,0.99429,5.624209357,walking
1.39E+12,2.2065,-9.9565,3.5958,10.81343202,walking
1.39E+12,2.0839,-13.362,3.1599,13.88778784,walking
1.39E+12,1.2395,-12.095,0.7355,12.18057246,walking
1.39E+12,1.2803,-9.6023,0.35413,9.693747543,walking
1.39E+12,1.4438,-9.8611,0.76274,9.995380131,walking
1.39E+12,0.027241,-11.414,1.4438,11.50498572,walking
1.39E+12,-1.0079,-11.073,1.471,11.21566014,walking
1.39E+12,-0.6674,-9.7658,0.44947,9.798892574,walking
1.39E+12,0.17706,-8.8668,-0.10896,8.869236989,walking
1.39E+12,2.1248,-7.641,-0.36775,7.939451877,walking
1.39E+12,1.4301,-7.6683,1.6753,7.978385864,walking
1.39E+12,0.81722,-8.7715,2.0567,9.046384674,walking
1.39E+12,2.6832,-8.7034,-1.4438,9.221349806,walking
1.39E+12,3.3642,-8.8668,-2.2746,9.752527316,walking
1.39E+12,2.1248,-11.278,-1.6072,11.58840588,walking
1.39E+12,1.2531,-11.836,-0.83084,11.93111272,walking
1.39E+12,0.6674,-12.967,-1.0896,13.02980199,walking
1.39E+12,-0.20431,-13.702,-1.1032,13.7478579,walking
1.39E+12,-2.2201,-14.124,-0.31327,14.30085166,walking
1.39E+12,-0.1362,-13.334,-0.78998,13.35807527,walking
1.39E+12,-0.28603,-14.397,-2.3563,14.59135264,walking
1.39E+12,1.58,-15.214,-2.4653,15.4932211,walking
1.39E+12,1.3484,-14.533,-1.757,14.70079319,walking
1.39E+12,1.7298,-12.694,-0.10896,12.81178037,walking
1.39E+12,3.732,-11.7,-0.6674,12.29891242,walking
1.39E+12,6.8919,-10.27,3.8273,12.94679153,walking
1.39E+12,7.8317,-11.101,0.89894,13.61527888,walking
1.39E+12,6.0611,-12.231,-1.58,13.74156811,walking
1.39E+12,1.185,-15.023,-4.2632,15.66108643,walking
1.39E+12,2.3155,-15.677,-1.8387,15.95339108,walking
1.39E+12,2.4108,-11.931,-0.054481,12.17225065,walking
1.39E+12,2.4789,-8.2539,1.185,8.699197401,walking
1.39E+12,2.3699,-6.2245,1.2803,6.782329567,walking
1.39E+12,2.0703,-5.993,0.92618,6.407807775,walking
1.39E+12,1.7706,-4.7263,-0.12258,5.04856038,walking
1.39E+12,1.4165,-2.9556,-0.054481,3.277958479,walking
1.39E+12,2.1793,-2.7377,1.8796,3.972058149,walking
1.39E+12,2.3699,-2.9965,2.2474,4.43240849,walking
1.39E+12,1.9341,-2.6151,1.8387,3.736349624,walking
1.39E+12,2.1112,-2.0022,1.3757,3.218465592,walking
1.39E+12,2.3155,-3.7047,-1.2122,4.533847282,walking
1.39E+12,3.1872,-8.5808,-5.7886,10.8303399,walking
1.39E+12,4.127,-12.885,-9.7522,16.67815214,walking
1.39E+12,-2.7377,-19.368,-18.769,27.1088507,walking
1.39E+12,-1.0351,-15.99,-6.7557,17.38939374,walking
1.39E+12,2.9284,-3.2416,-0.92618,4.465569002,walking
1.39E+12,4.0044,-3.4187,-1.471,5.466861078,walking
1.39E+12,6.7829,-13.293,2.6151,15.15091843,walking
1.39E+12,5.8567,-17.162,-4.1814,18.60965569,walking
1.39E+12,1.8115,-12.572,2.0839,12.87164929,walking
1.39E+12,6.1564,-2.2337,0.8717,6.606855344,walking
1.39E+12,5.6388,-1.6072,0.01362,5.863390042,walking
1.39E+12,2.833,-9.1937,4.1133,10.46275516,walking
1.39E+12,1.3757,-12.299,3.2825,12.80362284,walking
1.39E+12,0.19068,-12.177,1.4846,12.26864805,walking
1.39E+12,0.10896,-12.245,0.76274,12.26921634,walking
1.39E+12,-1.3757,-11.496,1.7298,11.70652701,walking
1.39E+12,-0.83084,-10.215,2.0567,10.45306343,walking
1.39E+12,0.28603,-9.0712,2.2201,9.343303838,walking
1.39E+12,1.4438,-7.4231,0.99429,7.627292092,walking
1.39E+12,2.0022,-7.2188,0.78998,7.532857803,walking
1.39E+12,1.6481,-8.9486,0.44947,9.11019752,walking
1.39E+12,1.8115,-9.6704,-2.3836,10.12322663,walking
1.39E+12,2.3972,-9.6023,-2.5742,10.22630132,walking
1.39E+12,1.1305,-11.523,-2.4653,11.83787411,walking
1.39E+12,-1.7706,-11.196,0.24517,11.33779294,walking
1.39E+12,-0.57205,-12.122,-0.95342,12.17288523,walking
1.39E+12,-0.64016,-13.77,-2.7104,14.04880682,walking
1.39E+12,-1.4846,-13.797,-0.6674,13.89268401,walking
1.39E+12,0.10896,-13.484,-1.8932,13.61669323,walking
1.39E+12,-0.35413,-14.833,-1.5255,14.91544325,walking
1.39E+12,2.2337,-13.879,-1.58,14.14611101,walking
1.39E+12,1.7706,-13.116,-1.6753,13.34058134,walking
1.39E+12,2.3427,-13.688,1.2258,13.94102482,walking
1.39E+12,7.5457,-12.122,3.4187,14.68223356,walking
1.39E+12,8.0224,-11.182,0.57205,13.77400693,walking
1.39E+12,5.3392,-13.498,-2.8603,14.79474152,walking
1.39E+12,0.85808,-17.339,-2.9556,17.61001969,walking
1.39E+12,2.438,-16.508,-0.89894,16.71125373,walking
1.39E+12,2.3836,-13.566,0.6674,13.789972,walking
1.39E+12,2.1248,-7.1234,2.152,7.7387794,walking
1.39E+12,0.88532,-5.9112,1.866,6.261631811,walking
1.39E+12,0.74912,-5.6524,1.5119,5.898868378,walking
1.39E+12,0.95342,-5.3528,0.57205,5.467057594,walking
1.39E+12,1.4846,-4.6309,0.5993,4.899840044,walking
1.39E+12,2.3155,-2.8058,2.152,4.226719519,walking
1.39E+12,2.6015,-2.3018,2.8058,4.465265852,walking
1.39E+12,1.7298,-1.6753,2.6423,3.574994744,walking
1.39E+12,1.9341,-1.1713,1.7025,2.830405051,walking
1.39E+12,2.0567,-4.6445,-1.4438,5.280715253,walking
1.39E+12,2.9965,-7.1507,-4.127,8.783145891,walking
1.39E+12,4.0452,-17.897,-16.058,24.38289597,walking
1.39E+12,-3.3642,-19.491,-17.325,26.29396409,walking
1.39E+12,-1.2939,-17.148,-7.0553,18.58777392,walking
1.39E+12,2.3427,-3.0237,-1.6617,4.170401884,walking
1.39E+12,4.5492,-7.7636,0.17706,9.000003102,walking
1.39E+12,5.4209,-13.866,4.2768,15.49009784,walking
1.39E+12,2.3836,-19.395,-5.2166,20.22524387,walking
1.39E+12,-0.61292,-14.737,3.4732,15.15315011,walking
1.39E+12,6.5786,0.84446,0.10896,6.633472916,walking
1.39E+12,7.3141,2.7649,0.31327,7.82552675,walking
1.39E+12,2.6151,-9.0712,3.9363,10.22838575,walking
1.39E+12,1.5663,-14.792,3.2553,15.22673759,walking
1.39E+12,0.21793,-13.539,1.0351,13.58025944,walking
1.39E+12,-0.78998,-13.307,0.8717,13.35889884,walking
1.39E+12,-1.4438,-10.624,1.4165,10.81482347,walking
1.39E+12,-0.70826,-8.7034,2.2474,9.016740572,walking
1.39E+12,-0.10896,-8.0632,2.4244,8.420497722,walking
1.39E+12,1.3212,-7.1643,0.83084,7.332329714,walking
1.39E+12,2.1112,-7.6819,0.14982,7.968136487,walking
1.39E+12,1.7843,-8.9622,-1.1032,9.204444881,walking
1.39E+12,2.9556,-9.6977,-2.3427,10.40524867,walking
1.39E+12,2.261,-10.025,-2.4517,10.56520605,walking
1.39E+12,0.7355,-12.19,-2.0975,12.39098731,walking
1.39E+12,-1.58,-11.346,-0.054481,11.45561365,walking
