Left_pocket,,,,,
time_stamp,Ax,Ay,Az,Axyz,Act
1.39E+12,-0.28603,-9.0575,2.8194,9.490476056,walking
1.39E+12,1.3212,-7.4912,3.1463,8.231819396,walking
1.39E+12,2.9011,-6.0747,2.8603,7.314347366,walking
1.39E+12,3.2553,-5.4618,2.3699,6.785621809,walking
1.39E+12,2.8603,-5.8295,2.152,6.84072294,walking
1.39E+12,3.1191,-6.0474,1.975,7.085228053,walking
1.39E+12,4.0997,-5.1485,1.7025,6.798021667,walking
1.39E+12,3.5549,-4.127,1.1577,5.568636485,walking
1.39E+12,2.6832,-4.0316,0.43585,4.862440336,walking
1.39E+12,2.0567,-4.6309,-1.7979,5.37658759,walking
1.39E+12,2.2882,-4.7944,-3.4051,6.310058368,walking
1.39E+12,1.7979,-8.9349,-8.431,12.41558067,walking
1.39E+12,0.92618,-13.498,-12.463,18.395113,walking
1.39E+12,-0.50395,-18.115,-12.844,22.21205814,walking
1.39E+12,-0.28603,-19.232,-10.202,21.77228608,walking
1.39E+12,5.993,-12.817,-6.1836,15.44112842,walking
1.39E+12,6.4969,-4.2495,-1.1169,7.843177001,walking
1.39E+12,5.598,-4.7807,2.438,7.754775335,walking
1.39E+12,4.0044,-14.206,1.1032,14.80076706,walking
1.39E+12,3.5685,-15.214,-1.3348,15.68380309,walking
1.39E+12,3.4732,-9.3844,5.2983,11.32263505,walking
1.39E+12,1.7162,-4.9033,5.7069,7.717279374,walking
1.39E+12,2.438,-8.2539,5.2711,10.09233394,walking
1.39E+12,2.9148,-10.501,5.2166,12.08221733,walking
1.39E+12,0.5993,-12.953,4.018,13.57511302,walking
1.39E+12,-1.3484,-12.939,3.0101,13.3527752,walking
1.39E+12,-0.89894,-12.258,1.0351,12.33442699,walking
1.39E+12,1.4846,-8.7306,1.4846,8.979501694,walking
1.39E+12,1.3348,-8.6081,1.8387,8.902914935,walking
1.39E+12,0.83084,-10.406,1.1032,10.49724637,walking
1.39E+12,0.70826,-10.733,0.01362,10.75635192,walking
1.39E+12,0.35413,-10.079,-1.6344,10.2167956,walking
1.39E+12,0.38137,-9.616,-3.1599,10.12906052,walking
1.39E+12,0.7355,-9.4117,0.14982,9.441583722,walking
1.39E+12,1.2803,-8.9486,2.2065,9.305119682,walking
1.39E+12,3.0237,-9.2346,2.6015,10.05924456,walking
1.39E+12,3.6775,-10.12,1.9886,10.94956329,walking
1.39E+12,3.8409,-10.61,1.5119,11.38465873,walking
1.39E+12,3.2553,-11.06,-1.6889,11.65216552,walking
1.39E+12,-0.16344,-11.959,-3.8273,12.55757217,walking
1.39E+12,-2.0839,-12.163,-0.12258,12.34083604,walking
1.39E+12,-2.9829,-12.408,2.4517,12.9948832,walking
1.39E+12,-2.1248,-13.893,1.3348,14.11778719,walking
1.39E+12,-0.83084,-14.996,-2.942,15.30443318,walking
1.39E+12,0.53119,-12.762,-3.2553,13.1813423,walking
1.39E+12,1.7706,-12.19,-2.4653,12.56219839,walking
1.39E+12,2.2474,-13.089,-1.58,13.37419634,walking
1.39E+12,5.2166,-16.739,4.6718,18.14477202,walking
1.39E+12,6.7966,-17.121,5.3937,19.19412442,walking
1.39E+12,8.0905,-16.058,1.9886,18.09060762,walking
1.39E+12,5.6933,-13.838,-1.6617,15.05540288,walking
1.39E+12,4.6037,-14.369,1.3757,15.15106482,walking
1.39E+12,1.6208,-12.776,1.9886,13.0310283,walking
1.39E+12,0.28603,-9.8339,2.9148,10.26077294,walking
1.39E+12,0.21793,-8.3357,3.3915,9.001869818,walking
1.39E+12,1.975,-5.775,3.3506,6.962597961,walking
1.39E+12,2.8467,-5.2983,3.514,6.965908396,walking
1.39E+12,2.8194,-5.2847,3.5413,6.958295491,walking
1.39E+12,2.9965,-6.1292,3.4187,7.631095241,walking
1.39E+12,3.4868,-5.9385,3.0646,7.537594421,walking
1.39E+12,2.8058,-3.6366,1.9477,4.989078922,walking
1.39E+12,2.0839,-2.5606,1.0215,3.455831856,walking
1.39E+12,1.471,-3.1327,0.01362,3.460901009,walking
1.39E+12,1.7706,-3.7728,-2.1384,4.684207378,walking
1.39E+12,2.8739,-7.355,-7.9679,11.2179658,walking
1.39E+12,2.3427,-10.052,-10.42,14.66653835,walking
1.39E+12,1.3484,-12.83,-14.138,19.13923004,walking
1.39E+12,1.1713,-19.504,-10.392,22.13078452,walking
1.39E+12,4.5083,-16.794,-7.3958,18.89605944,walking
1.39E+12,5.7614,-10.011,-1.7025,11.67528831,walking
1.39E+12,4.5083,-8.4038,5.1485,10.83769697,walking
1.39E+12,6.7693,-10.992,7.2188,14.79048883,walking
1.39E+12,6.9872,-10.787,3.514,13.32398322,walking
1.39E+12,3.2825,-6.0611,5.5707,8.862529997,walking
1.39E+12,0.35413,-7.4095,6.7557,10.03322385,walking
1.39E+12,1.6072,-10.706,7.1234,12.95933468,walking
1.39E+12,-0.12258,-12.572,4.413,13.32459301,walking
1.39E+12,-2.3427,-12.272,3.4596,12.96375946,walking
1.39E+12,-3.0918,-12.544,2.3155,13.12526965,walking
1.39E+12,-1.4029,-11.891,0.58567,11.98778623,walking
1.39E+12,1.5391,-8.6353,1.6617,8.927400618,walking
1.39E+12,1.7162,-8.2812,1.3484,8.563982627,walking
1.39E+12,2.261,-9.7113,1.0215,10.02321959,walking
1.39E+12,2.3427,-9.5206,-1.9613,9.9988382,walking
1.39E+12,1.6481,-9.3436,-3.3234,10.05306332,walking
1.39E+12,0.6674,-9.5887,-2.6696,9.975738299,walking
1.39E+12,0.28603,-9.8611,-0.14982,9.866384971,walking
1.39E+12,0.85808,-9.8611,2.3699,10.17811478,walking
1.39E+12,3.3642,-9.5751,2.9556,10.57052284,walking
1.39E+12,3.5685,-10.215,1.6208,10.94108815,walking
1.39E+12,3.0373,-11.972,-6.2245,13.8310656,walking
1.39E+12,2.1656,-12.027,-7.927,14.56625832,walking
1.39E+12,-2.0158,-11.891,0.89894,12.09410698,walking
1.39E+12,-3.623,-11.359,3.6911,12.48107484,walking
1.39E+12,-2.9965,-11.945,3.228,12.73114375,walking
1.39E+12,-0.40861,-13.988,-3.1599,14.3462913,walking
1.39E+12,1.2122,-14.179,-5.9249,15.41486003,walking
1.39E+12,-0.47671,-12.299,-2.1929,12.50205838,walking
1.39E+12,-0.24517,-12.395,-0.92618,12.4319726,walking
1.39E+12,3.4732,-16.739,1.4301,17.15524483,walking
1.39E+12,6.2245,-17.162,5.5843,19.0909154,walking
1.39E+12,7.9951,-16.985,3.4459,19.08627978,walking
1.39E+12,7.7636,-15.677,0.95342,17.52001209,walking
1.39E+12,5.3119,-14.914,-0.65378,15.84522344,walking
1.39E+12,3.2961,-15.2,2.7377,15.79238033,walking
1.39E+12,0.70826,-11.618,2.0567,11.81988033,walking
1.39E+12,-0.44947,-7.9815,3.4459,8.705204899,walking
1.39E+12,-0.32689,-7.0009,3.4187,7.797882249,walking
1.39E+12,1.185,-6.4152,3.1327,7.236907166,walking
1.39E+12,2.2474,-5.6661,3.2416,6.903873299,walking
1.39E+12,2.6423,-4.7807,3.6094,6.547107005,walking
