Left_pocket,,,,,
time_stamp,Ax,Ay,Az,Axyz,Act
1.39E+12,3.5413,-12.653,0.40861,13.14557632,walking
1.39E+12,2.2337,-12.721,0.12258,12.91620233,walking
1.39E+12,0.29965,-10.311,0.91256,10.35563986,walking
1.39E+12,0.83084,-8.3629,1.4029,8.520359143,walking
1.39E+12,1.185,-7.2733,1.6072,7.54242731,walking
1.39E+12,1.3076,-6.9055,1.6344,7.215747457,walking
1.39E+12,1.8932,-6.3062,1.3212,6.715499544,walking
1.39E+12,1.7843,-5.7614,1.076,6.126600399,walking
1.39E+12,1.6481,-4.6445,0.85808,5.002390943,walking
1.39E+12,1.6481,-4.2904,0.76274,4.65892027,walking
1.39E+12,1.6072,-4.0452,0.64016,4.399606767,walking
1.39E+12,1.5119,-4.1133,0.39499,4.400124498,walking
1.39E+12,1.5391,-4.4947,-0.19068,4.75473614,walking
1.39E+12,1.6889,-4.9987,-1.0351,5.376877989,walking
1.39E+12,2.1112,-8.9622,-5.0259,10.48989347,walking
1.39E+12,2.4108,-11.891,-7.6546,14.34575682,walking
1.39E+12,3.0918,-19.395,-13.579,23.87707045,walking
1.39E+12,2.8875,-15.718,-12.068,20.02572856,walking
1.39E+12,3.1191,-9.8339,-7.4095,12.70177406,walking
1.39E+12,3.8954,-8.2948,-5.0531,10.46478226,walking
1.39E+12,7.0962,-13.021,-2.6968,15.07233312,walking
1.39E+12,7.8589,-13.13,-2.8603,15.56729024,walking
1.39E+12,6.1836,-12.313,-1.7025,13.88327714,walking
1.39E+12,0.54481,-11.741,-2.0431,11.92988502,walking
1.39E+12,-2.2065,-9.221,-1.2667,9.565563869,walking
1.39E+12,0.40861,-3.909,7.464,8.435552094,walking
1.39E+12,2.9965,-4.4266,6.3743,8.318984331,walking
1.39E+12,3.1599,-6.5105,2.9148,7.801771421,walking
1.39E+12,1.076,-10.215,0.68102,10.29406573,walking
1.39E+12,-1.0624,-14.056,1.6617,14.19369848,walking
1.39E+12,0.58567,-12.64,-0.12258,12.65415486,walking
1.39E+12,3.3778,-8.1313,0.85808,8.846687166,walking
1.39E+12,3.8682,-7.6002,1.5663,8.670600151,walking
1.39E+12,3.2689,-9.7658,0.99429,10.34626355,walking
1.39E+12,0.54481,-10.256,0.57205,10.28637911,walking
1.39E+12,0.5993,-9.6296,0.57205,9.665174486,walking
1.39E+12,0.81722,-9.1256,0.54481,9.178302775,walking
1.39E+12,1.471,-8.717,0.76274,8.873088657,walking
1.39E+12,2.0975,-8.9622,0.96704,9.255036545,walking
1.39E+12,1.9613,-9.2482,0.83084,9.490321177,walking
1.39E+12,1.0896,-9.6296,0.81722,9.725444609,walking
1.39E+12,1.2258,-9.5615,0.76274,9.669883153,walking
1.39E+12,1.362,-9.5615,0.89894,9.699763882,walking
1.39E+12,1.1169,-9.8066,0.74912,9.898386229,walking
1.39E+12,0.16344,-10.202,-0.44947,10.21320419,walking
1.39E+12,0.24517,-10.569,-1.5936,10.69127823,walking
1.39E+12,1.0624,-10.488,-1.1986,10.60959376,walking
1.39E+12,1.4029,-11.25,1.5119,11.43750279,walking
1.39E+12,1.0351,-12.858,1.8251,13.02806916,walking
1.39E+12,-0.31327,-12.858,0.095342,12.86216903,walking
1.39E+12,0.20431,-12.953,-0.39499,12.96063149,walking
1.39E+12,1.4301,-14.887,-0.61292,14.96808692,walking
1.39E+12,1.7706,-13.539,-0.99429,13.69044039,walking
1.39E+12,0.84446,-13.743,-1.2939,13.82958202,walking
1.39E+12,-0.23155,-14.492,-0.31327,14.49723482,walking
1.39E+12,3.6094,-12.149,-0.43585,12.68132227,walking
1.39E+12,5.6116,-12.408,0.99429,13.6541983,walking
1.39E+12,8.7034,-11.319,0.96704,14.31097827,walking
1.39E+12,7.1507,-12.34,1.4165,14.33229161,walking
1.39E+12,6.2245,-13.184,2.4108,14.77749007,walking
1.39E+12,4.413,-12.531,0.95342,13.31951725,walking
1.39E+12,2.0431,-13.334,1.0215,13.52823994,walking
1.39E+12,0.85808,-12.939,-0.24517,12.96973903,walking
1.39E+12,0.12258,-9.793,0.96704,9.841394272,walking
1.39E+12,0.49033,-9.1256,1.4301,9.249982966,walking
1.39E+12,0.99429,-7.355,1.3348,7.540976637,walking
1.39E+12,1.4982,-6.8238,1.3484,7.115267545,walking
1.39E+12,1.4165,-6.1836,0.7355,6.386261932,walking
1.39E+12,1.3212,-5.5299,0.55843,5.712898346,walking
1.39E+12,1.3484,-4.8625,0.69464,5.093585529,walking
1.39E+12,1.471,-4.1951,0.8036,4.517574346,walking
1.39E+12,1.6344,-3.9499,0.8036,4.349568522,walking
1.39E+12,1.5119,-4.1406,0.65378,4.456213444,walking
1.39E+12,1.7298,-4.3313,-0.095342,4.664917773,walking
1.39E+12,1.8387,-4.7671,-0.7355,5.162075198,walking
1.39E+12,2.0975,-6.1564,-2.3836,6.926926892,walking
1.39E+12,1.9477,-12.027,-7.9815,14.5652534,walking
1.39E+12,2.942,-18.837,-12.544,22.82191642,walking
1.39E+12,2.7922,-19.409,-13.321,23.70558379,walking
1.39E+12,3.3915,-10.651,-7.9951,13.74291444,walking
1.39E+12,4.0861,-8.4582,-4.808,10.55245111,walking
1.39E+12,7.069,-13.266,-2.6832,15.26948196,walking
1.39E+12,6.3335,-12.667,-3.8954,14.68809901,walking
1.39E+12,4.9987,-13.048,-3.8546,14.4946627,walking
1.39E+12,-0.054481,-11.319,-2.6968,11.63595546,walking
1.39E+12,0.39499,-6.4424,2.8739,7.065397092,walking
1.39E+12,0.91256,-3.0782,8.4582,9.04705633,walking
1.39E+12,3.0646,-5.6388,5.2983,8.322248584,walking
1.39E+12,1.4438,-8.6353,1.6072,8.901463721,walking
1.39E+12,-1.2939,-13.866,1.8524,14.04889743,walking
1.39E+12,-0.40861,-13.716,0.20431,13.72360597,walking
1.39E+12,1.6072,-11.032,-0.43585,11.15697455,walking
1.39E+12,3.2553,-7.8589,0.69464,8.534741474,walking
1.39E+12,4.1951,-7.6274,1.3076,8.80260828,walking
1.39E+12,2.7241,-9.4934,1.4438,9.981478989,walking
1.39E+12,1.0896,-10.379,1.0351,10.48724469,walking
1.39E+12,0.8036,-8.9894,1.0624,9.087561779,walking
1.39E+12,1.3484,-8.5536,1.0215,8.719272778,walking
1.39E+12,1.866,-8.4719,0.89894,8.72141839,walking
1.39E+12,1.58,-9.1256,1.185,9.336873158,walking
1.39E+12,1.471,-9.4934,1.0351,9.662293546,walking
1.39E+12,1.185,-9.7385,0.35413,9.81672121,walking
1.39E+12,1.0488,-9.7658,0.98067,9.870792508,walking
1.39E+12,0.76274,-9.9973,1.2258,10.10100813,walking
1.39E+12,0.47671,-10.011,0.85808,10.05900963,walking
1.39E+12,0.8717,-10.842,-1.3212,10.95693362,walking
1.39E+12,1.7706,-11.182,-1.866,11.47406224,walking
1.39E+12,2.2337,-11.359,-0.92618,11.61353116,walking
1.39E+12,1.5663,-12.721,0.98067,12.85452645,walking
1.39E+12,-1.3484,-13.076,0.68102,13.16296877,walking
1.39E+12,-1.2803,-12.967,0.36775,13.03524059,walking
1.39E+12,0.14982,-15.159,0.57205,15.1705296,walking
1.39E+12,1.4165,-13.784,-0.040861,13.85665176,walking
1.39E+12,1.58,-14.138,-1.3212,14.28723253,walking
1.39E+12,1.3212,-13.13,0.095342,13.19664956,walking
1.39E+12,4.4402,-11.945,-0.88532,12.77427855,walking
1.39E+12,5.8159,-11.931,1.0079,13.31124773,walking
1.39E+12,6.7421,-12.013,1.757,13.88722904,walking
1.39E+12,6.8238,-11.046,1.6481,13.08795614,walking
1.39E+12,5.38,-11.891,2.4244,13.27471267,walking
1.39E+12,5.1213,-12.572,2.4925,13.80200905,walking
1.39E+12,2.4108,-14.043,1.1032,14.29107609,walking
1.39E+12,1.3757,-13.661,0.36775,13.73501771,walking
1.39E+12,0.40861,-12.231,0.65378,12.25527443,walking
1.39E+12,0.68102,-9.7249,1.866,9.925695152,walking
1.39E+12,0.64016,-8.3493,1.866,8.579194095,walking
1.39E+12,0.62654,-7.4912,1.5527,7.676034595,walking
1.39E+12,0.58567,-5.8567,1.1986,6.006711763,walking
1.39E+12,0.74912,-5.1213,1.1713,5.306678637,walking
1.39E+12,0.98067,-3.4868,1.2258,3.823881997,walking
1.39E+12,1.2531,-2.942,1.2122,3.419802984,walking
1.39E+12,1.3757,-2.8058,1.0624,3.300569328,walking
1.39E+12,1.362,-2.9284,0.84446,3.338215579,walking
1.39E+12,1.6344,-3.732,-0.1362,4.076473697,walking
1.39E+12,1.7979,-4.8625,-1.2803,5.339992392,walking
1.39E+12,2.0839,-7.069,-3.0237,7.965937603,walking
1.39E+12,1.866,-16.508,-10.474,19.63926414,walking
1.39E+12,3.4459,-19.218,-13.607,23.79823943,walking
1.39E+12,4.1678,-11.795,-9.6432,15.79505898,walking
1.39E+12,4.2904,-7.5729,-5.5299,10.31194165,walking
1.39E+12,6.6195,-7.6138,-2.547,10.40552448,walking
1.39E+12,7.3822,-12.83,-2.6968,15.04588007,walking
1.39E+12,6.2381,-13.702,-3.5685,15.47232652,walking
1.39E+12,2.6696,-14.519,-4.413,15.40787767,walking
1.39E+12,-2.2201,-7.6002,3.3506,8.597581312,walking
1.39E+12,-1.1032,-4.4539,8.3357,9.515154751,walking
1.39E+12,1.8387,-2.9829,8.9077,9.572127736,walking
1.39E+12,2.2201,-7.1234,1.1169,7.544477264,walking
1.39E+12,-0.9398,-13.157,1.2667,13.25120379,walking
1.39E+12,-1.9886,-15.704,2.2746,15.99199647,walking
1.39E+12,0.89894,-13.28,0.095342,13.31073188,walking
1.39E+12,2.4108,-9.793,0.42223,10.09421041,walking
1.39E+12,3.8001,-7.4503,1.6344,8.521677855,walking
1.39E+12,2.8603,-8.2403,1.4165,8.836873453,walking
1.39E+12,1.4165,-9.8475,1.1032,10.0098341,walking
1.39E+12,0.76274,-9.4253,0.35413,9.462740642,walking
1.39E+12,1.0215,-8.5263,0.6674,8.613168796,walking
1.39E+12,1.6481,-8.3493,0.50395,8.525315812,walking
1.39E+12,2.5061,-8.4446,0.58567,8.828069762,walking
1.39E+12,2.5061,-8.9622,1.0215,9.361892346,walking
1.39E+12,1.8932,-9.5751,0.70826,9.786131947,walking
1.39E+12,0.76274,-9.4798,1.1169,9.575794795,walking
1.39E+12,0.76274,-9.5479,1.1577,9.648027571,walking
1.39E+12,0.70826,-10.134,0.51757,10.17189594,walking
1.39E+12,0.35413,-11.346,-2.2201,11.56658844,walking
1.39E+12,0.40861,-11.741,-1.9341,11.90624987,walking
1.39E+12,0.28603,-11.645,-0.25879,11.65138663,walking
1.39E+12,-0.28603,-12.898,1.8115,13.02773002,walking
1.39E+12,-0.58567,-13.552,1.5119,13.64864663,walking
1.39E+12,-0.70826,-13.334,0.92618,13.38487944,walking
1.39E+12,0.85808,-14.873,0.38137,14.90261297,walking
1.39E+12,0.92618,-14.097,-0.47671,14.13543317,walking
1.39E+12,1.1577,-14.574,-0.19068,14.62115263,walking
1.39E+12,3.909,-12.803,-0.47671,13.39493719,walking
1.39E+12,5.4073,-11.427,-1.1577,12.69470329,walking
1.39E+12,5.9249,-11.877,-0.44947,13.28042139,walking
1.39E+12,8.0224,-10.815,0.51757,13.47557069,walking
1.39E+12,5.5435,-11.046,1.6617,12.47019467,walking
1.39E+12,4.304,-12.354,2.6287,13.34375493,walking
1.39E+12,4.2495,-13.198,1.4165,13.93742898,walking
1.39E+12,2.8875,-13.675,0.81722,14.00039749,walking
1.39E+12,1.4846,-13.729,0.17706,13.81017119,walking
1.39E+12,0.35413,-10.447,1.3212,10.53616564,walking
1.39E+12,0.7355,-8.9213,1.58,9.08993696,walking
1.39E+12,1.1169,-7.7908,1.4846,8.009248867,walking
1.39E+12,1.0351,-7.0281,1.2531,7.213590038,walking
1.39E+12,1.0079,-5.6661,0.84446,5.81667124,walking
1.39E+12,1.0896,-5.1621,0.98067,5.366210788,walking
1.39E+12,1.2258,-4.2359,1.2258,4.576900708,walking
1.39E+12,1.1713,-3.4732,1.3484,3.90554023,walking
1.39E+12,1.1986,-2.9965,1.2803,3.472005516,walking
1.39E+12,1.362,-2.8739,0.99429,3.332110114,walking
1.39E+12,1.6481,-3.4459,0.54481,3.858403602,walking
1.39E+12,2.3155,-4.7399,-1.866,5.595547181,walking
1.39E+12,3.2008,-9.3299,-7.1371,12.17498875,walking
1.39E+12,3.7184,-15.473,-10.665,19.15678607,walking
1.39E+12,6.2654,-19.477,-13.293,24.39902898,walking
1.39E+12,5.094,-12.544,-9.3027,16.42683778,walking
1.39E+12,4.8625,-7.9679,-4.9306,10.55661655,walking
1.39E+12,6.1292,-9.4798,-2.2474,11.51019146,walking
1.39E+12,6.0202,-13.675,-4.7399,15.67530175,walking
1.39E+12,4.0316,-13.212,-5.0259,14.69933377,walking
1.39E+12,0.92618,-14.029,-5.5435,15.11294288,walking
1.39E+12,-1.6753,-9.7385,0.50395,9.894391237,walking
1.39E+12,-0.62654,-4.5083,7.7364,8.976035106,walking
1.39E+12,4.0861,-2.6832,8.431,9.745641921,walking
1.39E+12,3.7865,-5.094,3.1191,7.072142749,walking
1.39E+12,0.58567,-9.8884,-0.17706,9.907311146,walking
1.39E+12,-2.1248,-16.344,1.2395,16.52808129,walking
1.39E+12,-0.19068,-13.852,0.081722,13.85355338,walking
1.39E+12,1.5391,-10.392,0.01362,10.50536426,walking
1.39E+12,4.5628,-6.6331,1.2667,8.149950205,walking
1.39E+12,4.018,-7.5184,0.83084,8.565101147,walking
1.39E+12,0.68102,-10.311,0.99429,10.38119077,walking
1.39E+12,0.21793,-10.093,0.58567,10.11232673,walking
1.39E+12,0.76274,-9.1665,0.38137,9.206081557,walking
1.39E+12,1.4438,-8.5127,0.38137,8.642688402,walking
1.39E+12,1.7298,-8.4038,1.3484,8.685289002,walking
1.39E+12,1.58,-9.0848,1.58,9.355554021,walking
1.39E+12,1.4574,-9.5342,1.3076,9.733180475,walking
1.39E+12,1.6072,-9.8066,1.7706,10.0939348,walking
1.39E+12,1.3076,-9.8339,1.866,10.09442237,walking
1.39E+12,0.85808,-9.8748,1.1577,9.979391044,walking
1.39E+12,0.12258,-11.618,-1.2667,11.68749241,walking
1.39E+12,1.4165,-13.089,-3.1191,13.52986246,walking
1.39E+12,2.2474,-12.381,-2.8194,12.89530861,walking
1.39E+12,1.5119,-12.272,-0.89894,12.39741581,walking
1.39E+12,-2.1248,-12.503,0.89894,12.71408185,walking
1.39E+12,-2.3018,-12.762,0.53119,12.97879386,walking
1.39E+12,0.92618,-14.996,0.31327,15.02783961,walking
1.39E+12,2.2474,-13.035,-0.19068,13.22869573,walking
1.39E+12,2.0022,-13.157,-1.7706,13.42573939,walking
1.39E+12,1.5663,-14.138,-0.51757,14.23391086,walking
1.39E+12,3.337,-12.926,-0.92618,13.38188531,walking
1.39E+12,4.7944,-13.62,1.1305,14.48339399,walking
1.39E+12,5.4754,-13.198,2.1248,14.4458293,walking
1.39E+12,7.0281,-12.967,2.6696,14.98879724,walking
1.39E+12,7.0281,-12.967,2.6696,14.98879724,walking
1.39E+12,2.2337,-13.838,-0.040861,14.01717979,walking
1.39E+12,2.2337,-13.838,-0.040861,14.01717979,walking
1.39E+12,-0.14982,-11.904,0.7355,11.9276411,walking
1.39E+12,0.16344,-10.842,1.2258,10.91229867,walking
1.39E+12,1.2531,-8.1858,2.4653,8.640329006,walking
1.39E+12,1.1986,-6.8374,1.8387,7.181051344,walking
1.39E+12,1.2122,-5.6524,1.7979,6.054048151,walking
1.39E+12,1.0215,-4.9578,1.757,5.358198586,walking
1.39E+12,0.89894,-4.0725,1.7298,4.515036812,walking
1.39E+12,0.76274,-3.7047,1.58,4.09914313,walking
1.39E+12,1.0215,-3.1599,1.362,3.589355689,walking
1.39E+12,1.076,-2.9011,1.1441,3.298957717,walking
1.39E+12,1.6617,-3.2689,0.1362,3.669537374,walking
1.39E+12,1.8115,-4.127,-0.64016,4.552303381,walking
1.39E+12,1.7979,-7.1371,-3.3778,8.098158659,walking
1.39E+12,2.9284,-14.315,-8.9486,17.13394857,walking
1.39E+12,5.4345,-18.932,-10.474,22.30827403,walking
1.39E+12,5.4754,-19.518,-11.128,23.12498028,walking
1.39E+12,2.6423,-9.3708,-6.9328,11.95229508,walking
1.39E+12,3.1599,-8.7034,-2.9692,9.72369725,walking
1.39E+12,4.6309,-12.762,-2.2474,13.76098418,walking
1.39E+12,6.279,-13.879,-5.094,16.06241943,walking
1.39E+12,4.7399,-14.029,-5.4481,15.77850711,walking
1.39E+12,-0.38137,-8.9349,-1.2122,9.024816338,walking
1.39E+12,0.64016,-2.8058,7.5457,8.075884283,walking
1.39E+12,1.6344,-2.0294,10.447,10.76705794,walking
1.39E+12,3.2689,-3.0918,8.7851,9.870304781,walking
1.39E+12,-0.19068,-10.052,0.74912,10.08167861,walking
1.39E+12,-2.4108,-16.658,2.3836,16.99948439,walking
1.39E+12,-2.1248,-15.895,1.58,16.11403736,walking
1.39E+12,2.2474,-8.9758,-0.6674,9.276918409,walking
1.39E+12,3.9363,-7.246,0.20431,8.248679668,walking
1.39E+12,5.0395,-7.8045,0.65378,9.31312025,walking
1.39E+12,2.0022,-9.6704,0.85808,9.912706103,walking
1.39E+12,0.5993,-10.324,0.8717,10.37805364,walking
1.39E+12,0.27241,-9.8475,0.65378,9.872937341,walking
1.39E+12,1.1169,-8.826,0.20431,8.898734977,walking
1.39E+12,1.4846,-8.54,0.49033,8.681938762,walking
1.39E+12,2.1929,-8.7306,1.1032,9.069136509,walking
1.39E+12,1.9613,-9.221,0.92618,9.472663199,walking
1.39E+12,1.5255,-9.5479,-0.12258,9.669776136,walking
1.39E+12,1.6889,-9.507,0.89894,9.697604103,walking
1.39E+12,1.3757,-9.6977,1.4846,9.906663058,walking
1.39E+12,0.95342,-9.793,1.0215,9.892184842,walking
1.39E+12,-0.19068,-10.801,-0.96704,10.84588061,walking
1.39E+12,0.64016,-12.095,-2.2065,12.31127419,walking
1.39E+12,2.152,-12.64,-0.38137,12.82755421,walking
1.39E+12,0.95342,-12.994,0.78998,13.05285846,walking
1.39E+12,-1.7706,-13.321,1.1032,13.4833644,walking
1.39E+12,-1.185,-15.5,0.8036,15.5659885,walking
1.39E+12,0.027241,-15.282,0.89894,15.30844078,walking
1.39E+12,0.81722,-14.22,-0.040861,14.24352197,walking
1.39E+12,1.1169,-14.969,-1.0079,15.04441056,walking
1.39E+12,2.5742,-13.866,-0.74912,14.12280576,walking
1.39E+12,5.6116,-11.809,-0.92618,13.10726306,walking
1.39E+12,6.6604,-11.891,1.0351,13.66851276,walking
1.39E+12,7.641,-11.06,1.7434,13.55536516,walking
1.39E+12,5.4209,-12.286,2.6287,13.68364047,walking
1.39E+12,4.6309,-13.62,3.6094,14.83163522,walking
1.39E+12,4.4266,-13.797,2.9556,14.78808872,walking
1.39E+12,1.0896,-13.947,-0.23155,13.99141353,walking
1.39E+12,0.10896,-12.612,0.47671,12.62147649,walking
1.39E+12,0.49033,-11.291,1.1032,11.35535798,walking
1.39E+12,1.1577,-7.2052,2.1248,7.600654667,walking
1.39E+12,1.0624,-6.6059,1.7298,6.910775399,walking
1.39E+12,0.98067,-5.9521,1.4301,6.199547892,walking
1.39E+12,0.98067,-5.0259,1.3757,5.302257533,walking
1.39E+12,0.92618,-4.6037,1.2531,4.860259529,walking
1.39E+12,0.83084,-4.3994,1.0624,4.601489892,walking
1.39E+12,1.1032,-3.3642,0.98067,3.673772656,walking
1.39E+12,1.1577,-2.6696,0.8036,3.018742521,walking
1.39E+12,1.2122,-2.833,-0.77636,3.177743333,walking
1.39E+12,1.8524,-4.7535,-2.2337,5.569251628,walking
1.39E+12,2.3291,-7.3822,-4.5764,8.992498018,walking
1.39E+12,2.0567,-11.645,-8.036,14.29731919,walking
1.39E+12,5.1349,-19.382,-14.465,24.723781,walking
1.39E+12,5.8295,-16.045,-12.068,20.90602112,walking
1.39E+12,5.5435,-11.972,-7.4776,15.16488305,walking
1.39E+12,8.0769,-11.673,-0.70826,14.21256046,walking
1.39E+12,8.4446,-14.519,-2.547,16.98822649,walking
1.39E+12,3.732,-13.103,-5.5026,14.6933672,walking
1.39E+12,-0.054481,-12.463,-4.6718,13.30996065,walking
1.39E+12,-1.2939,-8.2812,4.2495,9.397377342,walking
1.39E+12,-0.42223,-4.6037,6.5105,7.984919669,walking
1.39E+12,2.6151,-4.4402,5.1349,7.274704259,walking
1.39E+12,2.0567,-6.7421,2.0839,7.350412676,walking
1.39E+12,-2.2065,-14.07,2.438,14.44913099,walking
1.39E+12,-2.2746,-15.609,2.2201,15.92932924,walking
1.39E+12,1.1577,-11.387,-0.027241,11.44573197,walking
1.39E+12,2.6968,-8.7715,-0.027241,9.176746949,walking
1.39E+12,3.7728,-7.7227,0.70826,8.624137485,walking
1.39E+12,4.0589,-7.4776,1.1713,8.588429115,walking
1.39E+12,1.8387,-9.9701,1.0624,10.19374345,walking
1.39E+12,0.70826,-9.9701,0.76274,10.02428544,walking
1.39E+12,0.92618,-9.2074,0.14982,9.255078076,walking
1.39E+12,1.866,-8.1313,0.35413,8.350173875,walking
1.39E+12,2.1112,-8.2267,1.0624,8.559465643,walking
1.39E+12,1.7162,-9.1801,1.1169,9.40569211,walking
1.39E+12,1.2395,-9.8203,0.027241,9.898252089,walking
1.39E+12,1.2395,-9.7658,0.01362,9.844155393,walking
1.39E+12,0.85808,-9.902,1.2667,10.01950269,walking
1.39E+12,-0.19068,-9.6432,0.8036,9.678503917,walking
1.39E+12,-0.85808,-9.8884,-0.25879,9.928933886,walking
1.39E+12,2.2201,-12.095,-1.4301,12.37994568,walking
1.39E+12,3.0646,-12.163,-0.54481,12.55496556,walking
1.39E+12,0.8036,-13.116,1.866,13.27242197,walking
1.39E+12,-1.0624,-13.198,1.7025,13.34969678,walking
1.39E+12,-1.2803,-13.212,0.58567,13.28680253,walking
1.39E+12,-0.27241,-14.356,0.081722,14.35881686,walking
1.39E+12,0.78998,-13.702,-0.38137,13.73005155,walking
1.39E+12,0.78998,-13.702,-0.38137,13.73005155,walking
1.39E+12,0.8036,-14.029,-1.1169,14.0963144,walking
1.39E+12,3.2825,-11.441,-0.85808,11.93346507,walking
1.39E+12,3.2825,-11.441,-0.85808,11.93346507,walking
1.39E+12,6.9191,-11.741,1.6753,13.73068301,walking
1.39E+12,7.1098,-11.7,1.757,13.80312664,walking
1.39E+12,5.6797,-12.858,2.3563,14.25269468,walking
1.39E+12,5.1894,-13.511,2.6696,14.71746437,walking
1.39E+12,3.9771,-14.083,1.9341,14.76106216,walking
1.39E+12,1.471,-13.688,-0.19068,13.76813509,walking
1.39E+12,0.70826,-11.414,0.8036,11.46415288,walking
1.39E+12,1.0624,-9.0575,1.7706,9.289888286,walking
1.39E+12,0.99429,-6.8919,1.7025,7.168361351,walking
1.39E+12,0.85808,-6.7148,1.6072,6.957580913,walking
1.39E+12,0.72188,-5.6116,1.4574,5.84253199,walking
1.39E+12,0.83084,-4.5901,1.4165,4.875016448,walking
1.39E+12,0.83084,-3.9771,1.471,4.321048544,walking
1.39E+12,1.1986,-2.7649,1.3484,3.301438555,walking
1.39E+12,1.3757,-1.9341,0.85808,2.523805576,walking
1.39E+12,1.5119,-1.9341,0.54481,2.514637619,walking
1.39E+12,1.8524,-3.4051,-0.58567,3.920344515,walking
1.39E+12,2.2746,-7.3141,-3.3506,8.360405752,walking
1.39E+12,2.0567,-9.9973,-5.5707,11.62792848,walking
1.39E+12,2.2065,-18.02,-11.496,21.4883005,walking
1.39E+12,6.4833,-18.742,-13.62,24.05826558,walking
1.39E+12,5.0395,-9.9292,-8.0769,13.75579465,walking
1.39E+12,5.8023,-9.8339,-1.4165,11.50559632,walking
1.39E+12,5.8704,-13.702,-1.6344,14.99592156,walking
1.39E+12,4.6718,-13.92,-4.8897,15.47582894,walking
1.39E+12,0.38137,-14.002,-7.7091,15.98848554,walking
1.39E+12,-1.5391,-12.054,-5.4481,13.31726467,walking
1.39E+12,-0.24517,-3.4187,6.8647,7.672791155,walking
1.39E+12,3.0101,-2.4108,9.9292,10.65183887,walking
1.39E+12,4.9033,-4.3449,6.7012,9.371584089,walking
1.39E+12,1.3076,-10.61,0.21793,10.69249322,walking
