Left_pocket,,,,,
time_stamp,Ax,Ay,Az,Axyz,Act
1.39E+12,1.5663,-7.464,2.5061,8.02777235,walking
1.39E+12,2.2337,-8.0769,3.4187,9.050593295,walking
1.39E+12,0.19068,-10.351,0.10896,10.35332952,walking
1.39E+12,-0.68102,-10.229,-1.3212,10.33643065,walking
1.39E+12,-0.14982,-9.8884,-1.6072,10.01928103,walking
1.39E+12,1.4982,-9.3844,1.076,9.563960613,walking
1.39E+12,1.7298,-9.3163,1.5391,9.599712628,walking
1.39E+12,0.47671,-10.447,1.1032,10.51589804,walking
1.39E+12,1.1032,-10.992,0.12258,11.04790207,walking
1.39E+12,2.0022,-11.55,-0.78998,11.74884561,walking
1.39E+12,2.2746,-11.891,-1.6072,12.21281204,walking
1.39E+12,0.38137,-12.395,-1.2667,12.46539197,walking
1.39E+12,0.21793,-13.321,-0.1362,13.32347871,walking
1.39E+12,0.39499,-12.64,0.17706,12.64740951,walking
1.39E+12,-0.28603,-13.661,-3.0237,13.99455236,walking
1.39E+12,-0.38137,-14.097,-4.5356,14.81359239,walking
1.39E+12,0.17706,-13.634,-3.7865,14.15114442,walking
1.39E+12,1.8524,-12.585,-5.2711,13.76946281,walking
1.39E+12,2.1384,-13.13,-2.9692,13.6303266,walking
1.39E+12,2.6015,-13.77,-0.17706,14.01470843,walking
1.39E+12,5.6252,-14.86,6.1836,17.04990862,walking
1.39E+12,6.1155,-14.029,2.8875,15.57401161,walking
1.39E+12,3.7865,-12.735,-2.0703,13.44633591,walking
1.39E+12,3.2553,-13.184,-1.9613,13.72084297,walking
1.39E+12,2.1248,-13.729,-0.89894,13.92150528,walking
1.39E+12,-0.1362,-11.278,0.7355,11.30277818,walking
1.39E+12,0.57205,-9.8611,2.2474,10.13012049,walking
1.39E+12,1.9886,-8.6489,2.8603,9.324125549,walking
1.39E+12,2.5198,-7.6683,3.2825,8.713611374,walking
1.39E+12,2.7922,-5.4481,2.1384,6.484668766,walking
1.39E+12,1.6072,-4.5492,2.833,5.595015771,walking
1.39E+12,3.7047,-2.9148,2.4789,5.325955909,walking
1.39E+12,4.2632,-2.6696,2.4517,5.595754756,walking
1.39E+12,4.0725,-2.656,2.2882,5.373588325,walking
1.39E+12,4.4266,-2.5742,1.1032,5.23816222,walking
1.39E+12,5.38,-3.2144,0.7355,6.310128969,walking
1.39E+12,6.8374,-4.7807,-0.40861,8.352969136,walking
1.39E+12,4.4539,-9.8339,-5.598,12.16060929,walking
1.39E+12,0.84446,-15.636,-10.283,18.7333312,walking
1.39E+12,0.19068,-19.109,-17.802,26.11707189,walking
1.39E+12,-1.1713,-15.119,-8.4174,17.34383831,walking
1.39E+12,0.76274,-8.4446,-4.7671,9.727193011,walking
1.39E+12,0.76274,-8.4446,-4.7671,9.727193011,walking
1.39E+12,7.1507,-10.774,7.0826,14.74363623,walking
1.39E+12,9.507,-15.704,9.3163,20.58621166,walking
1.39E+12,7.2188,-19.355,6.0066,21.5129343,walking
1.39E+12,-1.9886,-11.809,-2.9556,12.33460913,walking
1.39E+12,-1.7025,-7.8045,1.0215,8.053085666,walking
1.39E+12,5.7886,-2.4244,0.88532,6.337933166,walking
1.39E+12,5.4209,-4.3449,6.279,9.3643021,walking
1.39E+12,4.6037,-7.641,9.0303,12.69351223,walking
1.39E+12,1.6072,-14.683,5.9657,15.9299453,walking
1.39E+12,-0.28603,-13.797,1.1713,13.8495836,walking
1.39E+12,-0.20431,-9.0439,-2.8194,9.475383166,walking
1.39E+12,1.0215,-8.0769,-0.39499,8.150815478,walking
1.39E+12,2.6423,-7.3686,2.3018,8.159430035,walking
1.39E+12,2.3563,-8.6762,2.547,9.34429265,walking
1.39E+12,1.1713,-10.542,1.5391,10.71795393,walking
1.39E+12,0.51757,-10.706,-0.58567,10.73449226,walking
1.39E+12,0.38137,-9.2074,-1.6617,9.363915032,walking
1.39E+12,1.3348,-9.0712,0.34051,9.175200681,walking
1.39E+12,1.7025,-8.6625,1.2531,8.91670747,walking
1.39E+12,-0.054481,-10.624,1.4165,10.71815359,walking
1.39E+12,0.28603,-11.141,0.89894,11.18086702,walking
1.39E+12,1.7298,-11.931,-1.9886,12.21865373,walking
1.39E+12,1.471,-12.258,-2.4517,12.58702657,walking
1.39E+12,-0.25879,-13.239,-0.40861,13.2478321,walking
1.39E+12,0.095342,-13.362,0.35413,13.36703191,walking
1.39E+12,-0.31327,-12.926,-0.027241,12.92982429,walking
1.39E+12,-1.0624,-14.22,-2.1248,14.41706866,walking
1.39E+12,0.72188,-14.547,-2.7377,14.8199636,walking
1.39E+12,1.1577,-13.702,-3.1735,14.11227039,walking
1.39E+12,1.0624,-13.634,-3.3097,14.07013731,walking
1.39E+12,2.1384,-13.579,-2.9011,14.0491415,walking
1.39E+12,4.8216,-13.498,4.3177,14.96951448,walking
1.39E+12,8.1858,-13.702,5.1485,16.77078346,walking
1.39E+12,8.2539,-13.157,4.127,16.07064539,walking
1.39E+12,3.9908,-12.149,-2.0431,12.94986267,walking
1.39E+12,2.6968,-11.605,-2.0975,12.09744855,walking
1.39E+12,-0.57205,-12.258,0.44947,12.27956956,walking
1.39E+12,-1.0896,-11.441,1.9477,11.6566395,walking
1.39E+12,0.83084,-10.065,1.6344,10.23062967,walking
1.39E+12,2.0431,-8.8396,2.7649,9.484590544,walking
1.39E+12,2.8058,-7.4367,3.1599,8.553478155,walking
1.39E+12,1.8115,-6.7285,2.4653,7.391342814,walking
1.39E+12,1.9613,-6.0611,1.9477,6.661618887,walking
1.39E+12,3.732,-4.0044,2.9284,6.207944098,walking
1.39E+12,4.7535,-3.051,2.547,6.196093305,walking
1.39E+12,5.0123,-2.9284,2.1929,6.205440215,walking
1.39E+12,5.1757,-2.4517,0.5993,5.758286539,walking
1.39E+12,5.1213,-2.6696,0.14982,5.777276511,walking
1.39E+12,5.1894,-3.909,-0.49033,6.515410721,walking
1.39E+12,4.985,-7.4095,-3.5277,9.601853078,walking
1.39E+12,1.2667,-14.22,-9.9565,17.40531014,walking
1.39E+12,-1.866,-18.891,-17.475,25.80169494,walking
1.39E+12,-1.8932,-17.502,-8.7715,19.66833553,walking
1.39E+12,0.72188,-11.591,-5.8295,12.99443966,walking
1.39E+12,4.9306,-3.732,-1.58,6.38240083,walking
1.39E+12,7.9679,-9.3436,7.1234,14.19623608,walking
1.39E+12,9.4525,-16.208,10.188,21.35051204,walking
1.39E+12,8.4446,-17.189,8.5944,20.99134825,walking
1.39E+12,-1.2803,-8.7987,-1.8524,9.082272598,walking
1.39E+12,1.3212,-5.5707,-0.32689,5.734555345,walking
1.39E+12,2.5879,-6.17,5.0531,8.384506307,walking
1.39E+12,3.9363,-8.8941,8.9758,13.23497103,walking
1.39E+12,3.7184,-11.414,6.4697,13.63682194,walking
1.39E+12,2.0975,-11.713,2.152,12.0923521,walking
1.39E+12,0.62654,-10.406,-4.3177,11.28361297,walking
1.39E+12,1.3212,-9.4253,-2.6287,9.873799331,walking
1.39E+12,2.0839,-7.7636,3.8954,8.932539691,walking
1.39E+12,3.8273,-7.1915,3.4187,8.834783938,walking
1.39E+12,0.12258,-10.311,-0.35413,10.31780766,walking
1.39E+12,-0.64016,-10.583,-1.8115,10.75598559,walking
1.39E+12,-0.40861,-10.379,-2.2746,10.63317489,walking
1.39E+12,0.57205,-10.025,-2.3155,10.30482443,walking
1.39E+12,0.36775,-9.5615,1.7025,9.718849138,walking
1.39E+12,-0.21793,-10.038,2.2065,10.2799601,walking
1.39E+12,-0.027241,-10.706,1.5391,10.81609943,walking
1.39E+12,2.1793,-11.25,-0.64016,11.47700542,walking
1.39E+12,2.4789,-11.414,-1.9068,11.83470437,walking
1.39E+12,1.2258,-11.809,-1.58,11.97712264,walking
1.39E+12,1.3757,-12.79,0.58567,12.87709827,walking
1.39E+12,0.57205,-12.19,0.50395,12.21381623,walking
1.39E+12,-0.14982,-12.776,-0.44947,12.78478179,walking
1.39E+12,-0.77636,-14.737,-3.7728,15.23206892,walking
1.39E+12,0.50395,-14.247,-3.1599,14.60191572,walking
1.39E+12,0.99429,-13.212,-4.0997,13.86914189,walking
1.39E+12,1.2122,-12.844,-4.522,13.67063454,walking
