Left_pocket,,,,,
time_stamp,Ax,Ay,Az,Axyz,Act
1.39E+12,2.1929,-3.6503,1.0488,4.385599382,walking
1.39E+12,2.3972,-3.8273,0.58567,4.553877741,walking
1.39E+12,2.4925,-3.4187,0.12258,4.232622331,walking
1.39E+12,3.7047,-4.5764,-2.3427,6.33691426,walking
1.39E+12,4.4811,-5.9793,-5.3256,9.175745259,walking
1.39E+12,4.7944,-8.5944,-9.9156,13.9702937,walking
1.39E+12,7.2324,-18.851,-13.321,24.18918874,walking
1.39E+12,9.4389,-18.156,-10.025,22.78670214,walking
1.39E+12,9.2074,-11.441,-7.8453,16.6499678,walking
1.39E+12,6.3062,-13.675,-1.2531,15.11105698,walking
1.39E+12,6.9872,-15.023,5.1621,17.35392662,walking
1.39E+12,6.0611,-12.054,3.8001,14.01701142,walking
1.39E+12,3.7592,0.40861,3.5685,5.199301782,walking
1.39E+12,1.0351,0.49033,2.438,2.69364057,walking
1.39E+12,1.0351,0.49033,2.438,2.69364057,walking
1.39E+12,1.0351,0.49033,2.438,2.69364057,walking
1.39E+12,-0.40861,-16.862,2.8603,17.1077562,walking
1.39E+12,2.6287,-11.346,-0.50395,11.65743305,walking
1.39E+12,3.6639,-8.036,-0.55843,8.849480396,walking
1.39E+12,3.1872,-9.9973,1.6889,10.62810587,walking
1.39E+12,1.7434,-9.112,3.3234,9.854591576,walking
1.39E+12,0.89894,-8.4855,0.39499,8.542120373,walking
1.39E+12,0.74912,-8.6898,-0.28603,8.726718626,walking
1.39E+12,1.0896,-8.7443,0.55843,8.829601051,walking
1.39E+12,1.7706,-9.4389,0.43585,9.613418892,walking
1.39E+12,1.1169,-9.8611,-0.54481,9.939093357,walking
1.39E+12,0.53119,-9.8066,0.081722,9.821315842,walking
1.39E+12,0.95342,-9.398,-0.095342,9.446719208,walking
1.39E+12,1.4165,-9.4798,-0.57205,9.602099848,walking
1.39E+12,3.3778,-10.392,-0.6674,10.94753943,walking
1.39E+12,2.9829,-11.605,-2.0567,12.15745583,walking
1.39E+12,-0.068102,-13.416,-1.6753,13.52036701,walking
1.39E+12,-1.0079,-12.422,-0.19068,12.46428118,walking
1.39E+12,0.095342,-13.539,-1.2395,13.59595423,walking
1.39E+12,0.55843,-14.805,-2.4108,15.01039059,walking
1.39E+12,0.61292,-14.165,-1.8932,14.3040939,walking
1.39E+12,1.1577,-12.054,-1.0215,12.15247496,walking
1.39E+12,1.4029,-12.217,0.35413,12.30238292,walking
1.39E+12,3.5413,-15.159,2.4108,15.75271543,walking
1.39E+12,5.6388,-15.323,1.3757,16.38544918,walking
1.39E+12,5.1485,-13.471,-2.6968,14.67131976,walking
1.39E+12,4.7671,-12.068,-3.7865,13.516636,walking
1.39E+12,3.1599,-11.632,-0.24517,12.05605658,walking
1.39E+12,2.8603,-11.073,1.7025,11.56248898,walking
1.39E+12,2.4789,-10.147,2.4789,10.73552511,walking
1.39E+12,2.0567,-8.2267,3.1599,9.049506936,walking
1.39E+12,2.656,-6.2926,1.4029,6.972752625,walking
1.39E+12,2.9965,-5.6933,0.74912,6.477179781,walking
1.39E+12,3.2416,-4.5356,1.1169,5.68569288,walking
1.39E+12,3.1191,-3.1599,1.1169,4.578342323,walking
1.39E+12,2.7786,-3.337,1.185,4.501156736,walking
1.39E+12,2.4517,-4.413,1.5255,5.273760721,walking
1.39E+12,2.2882,-3.909,0.72188,4.586638309,walking
1.39E+12,2.8603,-3.6639,-0.14982,4.650583332,walking
1.39E+12,4.2495,-5.1757,-4.0589,7.830759219,walking
1.39E+12,4.6854,-12.313,-11.291,17.35078163,walking
1.39E+12,6.8102,-19,-13.974,24.54896128,walking
1.39E+12,8.4174,-19,-11.441,23.72233344,walking
1.39E+12,6.7012,-5.7614,-7.0281,11.29132415,walking
1.39E+12,3.9227,-6.0611,-4.4675,8.490174601,walking
1.39E+12,4.6309,-12.49,2.7786,13.60756969,walking
1.39E+12,6.2245,-14.192,4.2768,16.07632677,walking
1.39E+12,6.6195,-12.503,-5.4481,15.15996645,walking
1.39E+12,5.0259,-1.3757,4.8216,7.09929911,walking
1.39E+12,-1.0896,-7.7772,-1.7706,8.050285235,walking
1.39E+12,-2.2882,-16.004,-0.40861,16.17191508,walking
1.39E+12,-0.054481,-13.484,3.623,13.96235486,walking
1.39E+12,2.7377,-9.398,-0.99429,9.839004924,walking
1.39E+12,2.8058,-8.5672,-0.14982,9.016200725,walking
1.39E+12,3.4459,-8.8532,0.7355,9.528606262,walking
1.39E+12,2.7241,-7.355,2.3427,8.185657524,walking
1.39E+12,1.7979,-7.9407,1.7025,8.317792204,walking
1.39E+12,1.185,-8.4582,0.84446,8.582452151,walking
1.39E+12,1.2667,-8.2812,-0.57205,8.397025874,walking
1.39E+12,1.362,-9.1665,-0.24517,9.270376183,walking
1.39E+12,1.1577,-9.6704,-0.39499,9.747457235,walking
1.39E+12,0.65378,-9.8611,0.040861,9.882833152,walking
1.39E+12,0.040861,-9.9292,0.40861,9.937688081,walking
1.39E+12,0.31327,-10.351,-0.095342,10.35617831,walking
1.39E+12,3.0918,-11.673,-1.2258,12.13757562,walking
1.39E+12,1.1169,-13.089,-1.5391,13.22642111,walking
1.39E+12,-0.57205,-13.484,-0.8717,13.52425074,walking
1.39E+12,-1.7025,-12.299,-0.28603,12.41957006,walking
1.39E+12,-0.28603,-14.029,-0.78998,14.05413543,walking
1.39E+12,0.55843,-15.187,-2.4108,15.38729247,walking
1.39E+12,1.1305,-14.628,-1.9886,14.80577402,walking
1.39E+12,1.6072,-12.463,-1.1441,12.61817838,walking
1.39E+12,2.547,-12.79,1.3484,13.11066328,walking
1.39E+12,5.094,-14.819,2.833,15.92411649,walking
1.39E+12,5.5707,-15.228,2.5879,16.42016775,walking
1.39E+12,5.2438,-14.601,-2.0839,15.65341109,walking
1.39E+12,4.7399,-12.149,-3.623,13.53480632,walking
1.39E+12,4.1542,-11.509,-2.3155,12.45295141,walking
1.39E+12,3.5004,-11.005,1.2803,11.61903581,walking
1.39E+12,2.3972,-8.8532,2.8603,9.607654978,walking
1.39E+12,2.2746,-8.3493,2.7649,9.084563152,walking
1.39E+12,1.8251,-7.0145,1.975,7.512311579,walking
1.39E+12,2.8194,-5.2166,0.89894,5.997501567,walking
1.39E+12,2.942,-4.3313,1.1305,5.356636439,walking
1.39E+12,2.942,-3.2553,1.3757,4.598357596,walking
1.39E+12,2.2474,-3.1191,1.4982,4.126038634,walking
1.39E+12,2.1112,-3.5004,1.6481,4.407516218,walking
1.39E+12,2.1929,-3.909,0.85808,4.56348471,walking
1.39E+12,3.3915,-4.2495,-1.4438,5.62539607,walking
1.39E+12,4.9033,-7.5321,-7.355,11.6133934,walking
1.39E+12,5.4073,-9.9565,-10.243,15.27382842,walking
1.39E+12,7.7227,-18.96,-13.825,24.70328562,walking
1.39E+12,7.0417,-15.2,-9.8748,19.44575054,walking
1.39E+12,7.0962,-9.7249,-8.4446,14.70513528,walking
1.39E+12,4.7535,-9.0031,-2.0022,10.37595185,walking
1.39E+12,5.4754,-14.002,7.0962,16.62504327,walking
1.39E+12,6.96,-9.6977,-1.9477,12.09464843,walking
1.39E+12,7.6002,-6.5378,-2.0567,10.2340551,walking
1.39E+12,4.7399,-0.8717,4.3449,6.488811055,walking
1.39E+12,-2.547,-15.473,-1.7162,15.7748623,walking
1.39E+12,-2.4925,-16.344,5.3119,17.36534405,walking
1.39E+12,0.8717,-12.871,0.46309,12.90879368,walking
1.39E+12,1.9886,-8.4582,-0.47671,8.701892301,walking
1.39E+12,1.6072,-9.4389,1.076,9.635024704,walking
1.39E+12,2.6151,-9.1665,1.1441,9.600647638,walking
1.39E+12,3.3642,-7.0962,1.0624,7.924808505,walking
1.39E+12,2.547,-7.1507,1.362,7.711988297,walking
1.39E+12,0.98067,-8.2539,1.58,8.460790676,walking
1.39E+12,0.96704,-8.4038,1.1032,8.530889229,walking
1.39E+12,1.7706,-9.3572,-0.29965,9.52795919,walking
1.39E+12,1.58,-9.9292,-0.74912,10.08199352,walking
1.39E+12,0.57205,-10.12,0.054481,10.13630156,walking
1.39E+12,0.20431,-11.155,-0.35413,11.16248967,walking
1.39E+12,0.57205,-11.891,-1.5527,12.00558201,walking
1.39E+12,-0.081722,-13.089,-1.2531,13.14910108,walking
1.39E+12,-1.9886,-13.838,-0.6674,13.9960779,walking
1.39E+12,-2.0294,-12.967,-0.21793,13.12665406,walking
1.39E+12,-1.076,-13.239,-0.39499,13.28852566,walking
1.39E+12,0.57205,-14.655,-2.6151,14.89748349,walking
